"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","PPI","TOT_MKT","AGRWTH","A","2021",13.87936,
"CAN","PPI","TOT_MKT","AGRWTH","A","2022",12.84896,
"CZE","PPI","TOT_MKT","AGRWTH","A","2000",10.56299,
"CZE","PPI","TOT_MKT","AGRWTH","A","2001",0.7732407,
"CZE","PPI","TOT_MKT","AGRWTH","A","2002",-4.560738,
"CZE","PPI","TOT_MKT","AGRWTH","A","2003",-0.06323396,
"CZE","PPI","TOT_MKT","AGRWTH","A","2004",4.031456,
"CZE","PPI","TOT_MKT","AGRWTH","A","2005",0.5647754,
"CZE","PPI","TOT_MKT","AGRWTH","A","2006",-1.209608,
"CZE","PPI","TOT_MKT","AGRWTH","A","2007",1.556761,
"CZE","PPI","TOT_MKT","AGRWTH","A","2008",-1.756803,
"CZE","PPI","TOT_MKT","AGRWTH","A","2009",-1.288569,
"CZE","PPI","TOT_MKT","AGRWTH","A","2010",-0.9413018,
"CZE","PPI","TOT_MKT","AGRWTH","A","2011",2.913492,
"CZE","PPI","TOT_MKT","AGRWTH","A","2012",3.083624,
"CZE","PPI","TOT_MKT","AGRWTH","A","2013",0.9802265,
"CZE","PPI","TOT_MKT","AGRWTH","A","2014",2.853556,
"CZE","PPI","TOT_MKT","AGRWTH","A","2015",-2.40013,
"CZE","PPI","TOT_MKT","AGRWTH","A","2016",-2.950984,
"CZE","PPI","TOT_MKT","AGRWTH","A","2017",0.4466586,
"CZE","PPI","TOT_MKT","AGRWTH","A","2018",0.3762613,
"CZE","PPI","TOT_MKT","AGRWTH","A","2019",1.124553,
"CZE","PPI","TOT_MKT","AGRWTH","A","2020",0.2021904,
"CZE","PPI","TOT_MKT","AGRWTH","A","2021",5.750799,
"DNK","PPI","TOT_MKT","AGRWTH","A","2000",4.716555,
"DNK","PPI","TOT_MKT","AGRWTH","A","2001",2.896476,
"DNK","PPI","TOT_MKT","AGRWTH","A","2002",0.963288,
"DNK","PPI","TOT_MKT","AGRWTH","A","2003",0.04240432,
"DNK","PPI","TOT_MKT","AGRWTH","A","2004",0.9748861,
"DNK","PPI","TOT_MKT","AGRWTH","A","2005",3.074824,
"DNK","PPI","TOT_MKT","AGRWTH","A","2006",3.247811,
"DNK","PPI","TOT_MKT","AGRWTH","A","2007",3.303422,
"DNK","PPI","TOT_MKT","AGRWTH","A","2008",4.41008,
"DNK","PPI","TOT_MKT","AGRWTH","A","2009",-1.545072,
"DNK","PPI","TOT_MKT","AGRWTH","A","2010",3.667936,
"DNK","PPI","TOT_MKT","AGRWTH","A","2011",3.681476,
"DNK","PPI","TOT_MKT","AGRWTH","A","2012",2.453564,
"DNK","PPI","TOT_MKT","AGRWTH","A","2013",0.5987014,
"DNK","PPI","TOT_MKT","AGRWTH","A","2014",-0.00838223,
"DNK","PPI","TOT_MKT","AGRWTH","A","2015",0.6035711,
"DNK","PPI","TOT_MKT","AGRWTH","A","2016",-0.01666528,
"DNK","PPI","TOT_MKT","AGRWTH","A","2017",1.366781,
"DNK","PPI","TOT_MKT","AGRWTH","A","2018",1.183918,
"DNK","PPI","TOT_MKT","AGRWTH","A","2019",0.479402,
"DNK","PPI","TOT_MKT","AGRWTH","A","2020",-0.1940805,
"DNK","PPI","TOT_MKT","AGRWTH","A","2021",2.61708,
"DNK","PPI","TOT_MKT","AGRWTH","A","2022",10.30399,
"FIN","PPI","TOT_MKT","AGRWTH","A","2000",7.116139,
"FIN","PPI","TOT_MKT","AGRWTH","A","2001",-2.998041,
"FIN","PPI","TOT_MKT","AGRWTH","A","2002",-3.740451,
"FIN","PPI","TOT_MKT","AGRWTH","A","2003",-2.845936,
"FIN","PPI","TOT_MKT","AGRWTH","A","2004",0.0938879,
"FIN","PPI","TOT_MKT","AGRWTH","A","2005",2.307476,
"FIN","PPI","TOT_MKT","AGRWTH","A","2006",3.254791,
"FIN","PPI","TOT_MKT","AGRWTH","A","2007",2.557272,
"FIN","PPI","TOT_MKT","AGRWTH","A","2008",3.645022,
"FIN","PPI","TOT_MKT","AGRWTH","A","2009",-7.601704,
"FIN","PPI","TOT_MKT","AGRWTH","A","2010",4.655999,
"FIN","PPI","TOT_MKT","AGRWTH","A","2011",5.485487,
"FIN","PPI","TOT_MKT","AGRWTH","A","2012",1.588732,
"FIN","PPI","TOT_MKT","AGRWTH","A","2013",-0.7496977,
"FIN","PPI","TOT_MKT","AGRWTH","A","2014",-0.6660169,
"FIN","PPI","TOT_MKT","AGRWTH","A","2015",-1.872445,
"FIN","PPI","TOT_MKT","AGRWTH","A","2016",-2.633114,
"FIN","PPI","TOT_MKT","AGRWTH","A","2017",3.594352,
"FIN","PPI","TOT_MKT","AGRWTH","A","2018",4.469228,
"FIN","PPI","TOT_MKT","AGRWTH","A","2019",0.06326111,
"FIN","PPI","TOT_MKT","AGRWTH","A","2020",-4.583531,
"FIN","PPI","TOT_MKT","AGRWTH","A","2021",12.00099,
"FIN","PPI","TOT_MKT","AGRWTH","A","2022",23.61902,
"FRA","PPI","TOT_MKT","AGRWTH","A","2000",5.488815,
"FRA","PPI","TOT_MKT","AGRWTH","A","2001",2.100923,
"FRA","PPI","TOT_MKT","AGRWTH","A","2002",0.4134615,
"FRA","PPI","TOT_MKT","AGRWTH","A","2003",0.3926075,
"FRA","PPI","TOT_MKT","AGRWTH","A","2004",2.022129,
"FRA","PPI","TOT_MKT","AGRWTH","A","2005",2.804787,
"FRA","PPI","TOT_MKT","AGRWTH","A","2006",2.919243,
"FRA","PPI","TOT_MKT","AGRWTH","A","2007",2.297429,
"FRA","PPI","TOT_MKT","AGRWTH","A","2008",4.241168,
"FRA","PPI","TOT_MKT","AGRWTH","A","2009",-5.112695,
"FRA","PPI","TOT_MKT","AGRWTH","A","2010",2.174483,
"FRA","PPI","TOT_MKT","AGRWTH","A","2011",4.376069,
"FRA","PPI","TOT_MKT","AGRWTH","A","2012",1.809695,
"FRA","PPI","TOT_MKT","AGRWTH","A","2013",-0.2815089,
"FRA","PPI","TOT_MKT","AGRWTH","A","2014",-1.121149,
"FRA","PPI","TOT_MKT","AGRWTH","A","2015",-2.104576,
"FRA","PPI","TOT_MKT","AGRWTH","A","2016",-1.899842,
"FRA","PPI","TOT_MKT","AGRWTH","A","2017",2.174467,
"FRA","PPI","TOT_MKT","AGRWTH","A","2018",2.036745,
"FRA","PPI","TOT_MKT","AGRWTH","A","2019",0.3747759,
"FRA","PPI","TOT_MKT","AGRWTH","A","2020",-1.948052,
"FRA","PPI","TOT_MKT","AGRWTH","A","2021",5.869205,
"FRA","PPI","TOT_MKT","AGRWTH","A","2022",15.71663,
"DEU","PPI","TOT_MKT","AGRWTH","A","2000",3.194462,
"DEU","PPI","TOT_MKT","AGRWTH","A","2001",1.141572,
"DEU","PPI","TOT_MKT","AGRWTH","A","2002",0.1482946,
"DEU","PPI","TOT_MKT","AGRWTH","A","2003",0.2467917,
"DEU","PPI","TOT_MKT","AGRWTH","A","2004",1.198096,
"DEU","PPI","TOT_MKT","AGRWTH","A","2005",1.738529,
"DEU","PPI","TOT_MKT","AGRWTH","A","2006",1.899525,
"DEU","PPI","TOT_MKT","AGRWTH","A","2007",1.790532,
"DEU","PPI","TOT_MKT","AGRWTH","A","2008",2.465863,
"DEU","PPI","TOT_MKT","AGRWTH","A","2009",-2.735753,
"DEU","PPI","TOT_MKT","AGRWTH","A","2010",2.626894,
"DEU","PPI","TOT_MKT","AGRWTH","A","2011",3.516667,
"DEU","PPI","TOT_MKT","AGRWTH","A","2012",1.545645,
"DEU","PPI","TOT_MKT","AGRWTH","A","2013",-0.237831,
"DEU","PPI","TOT_MKT","AGRWTH","A","2014",-0.2145582,
"DEU","PPI","TOT_MKT","AGRWTH","A","2015",-0.001064493,
"DEU","PPI","TOT_MKT","AGRWTH","A","2016",-0.6748875,
"DEU","PPI","TOT_MKT","AGRWTH","A","2017",1.937757,
"DEU","PPI","TOT_MKT","AGRWTH","A","2018",1.473009,
"DEU","PPI","TOT_MKT","AGRWTH","A","2019",0.8677318,
"DEU","PPI","TOT_MKT","AGRWTH","A","2020",-0.4823927,
"DEU","PPI","TOT_MKT","AGRWTH","A","2021",4.936177,
"DEU","PPI","TOT_MKT","AGRWTH","A","2022",13.40365,
"GRC","PPI","TOT_MKT","AGRWTH","A","2000",8.296495,
"GRC","PPI","TOT_MKT","AGRWTH","A","2001",2.560878,
"GRC","PPI","TOT_MKT","AGRWTH","A","2002",1.716642,
"GRC","PPI","TOT_MKT","AGRWTH","A","2003",1.369863,
"GRC","PPI","TOT_MKT","AGRWTH","A","2004",4.118919,
"GRC","PPI","TOT_MKT","AGRWTH","A","2005",5.534213,
"GRC","PPI","TOT_MKT","AGRWTH","A","2006",6.965762,
"GRC","PPI","TOT_MKT","AGRWTH","A","2007",3.513613,
"GRC","PPI","TOT_MKT","AGRWTH","A","2008",8.787987,
"GRC","PPI","TOT_MKT","AGRWTH","A","2009",-6.828392,
"GRC","PPI","TOT_MKT","AGRWTH","A","2010",7.425265,
"GRC","PPI","TOT_MKT","AGRWTH","A","2011",8.617595,
"GRC","PPI","TOT_MKT","AGRWTH","A","2012",3.854245,
"GRC","PPI","TOT_MKT","AGRWTH","A","2013",-2.025609,
"GRC","PPI","TOT_MKT","AGRWTH","A","2014",-2.739423,
"GRC","PPI","TOT_MKT","AGRWTH","A","2015",-8.897662,
"GRC","PPI","TOT_MKT","AGRWTH","A","2016",-5.475,
"GRC","PPI","TOT_MKT","AGRWTH","A","2017",5.783302,
"GRC","PPI","TOT_MKT","AGRWTH","A","2018",5.517127,
"GRC","PPI","TOT_MKT","AGRWTH","A","2019",-0.3870153,
"GRC","PPI","TOT_MKT","AGRWTH","A","2020",-10.52965,
"GRC","PPI","TOT_MKT","AGRWTH","A","2021",13.74513,
"GRC","PPI","TOT_MKT","AGRWTH","A","2022",29.52863,
"HUN","PPI","TOT_MKT","AGRWTH","A","2000",11.5832,
"HUN","PPI","TOT_MKT","AGRWTH","A","2001",5.049204,
"HUN","PPI","TOT_MKT","AGRWTH","A","2002",-1.505866,
"HUN","PPI","TOT_MKT","AGRWTH","A","2003",1.377778,
"HUN","PPI","TOT_MKT","AGRWTH","A","2004",3.060061,
"HUN","PPI","TOT_MKT","AGRWTH","A","2005",2.101412,
"HUN","PPI","TOT_MKT","AGRWTH","A","2006",5.382885,
"HUN","PPI","TOT_MKT","AGRWTH","A","2007",-1.684194,
"HUN","PPI","TOT_MKT","AGRWTH","A","2008",2.645971,
"HUN","PPI","TOT_MKT","AGRWTH","A","2009",4.76377,
"HUN","PPI","TOT_MKT","AGRWTH","A","2010",3.454703,
"HUN","PPI","TOT_MKT","AGRWTH","A","2011",4.574619,
"HUN","PPI","TOT_MKT","AGRWTH","A","2012",3.760956,
"HUN","PPI","TOT_MKT","AGRWTH","A","2013",1.282445,
"HUN","PPI","TOT_MKT","AGRWTH","A","2014",0.796118,
"HUN","PPI","TOT_MKT","AGRWTH","A","2015",-0.7823078,
"HUN","PPI","TOT_MKT","AGRWTH","A","2016",-1.023503,
"HUN","PPI","TOT_MKT","AGRWTH","A","2017",3.538874,
"HUN","PPI","TOT_MKT","AGRWTH","A","2018",4.978915,
"HUN","PPI","TOT_MKT","AGRWTH","A","2019",2.252995,
"HUN","PPI","TOT_MKT","AGRWTH","A","2020",-4.051083,
"HUN","PPI","TOT_MKT","AGRWTH","A","2021",9.58418,
"HUN","PPI","TOT_MKT","AGRWTH","A","2022",23.31904,
"IRL","PPI","TOT_MKT","AGRWTH","A","2000",7.473212,
"IRL","PPI","TOT_MKT","AGRWTH","A","2001",1.673449,
"IRL","PPI","TOT_MKT","AGRWTH","A","2002",-1.139359,
"IRL","PPI","TOT_MKT","AGRWTH","A","2003",-8.091332,
"IRL","PPI","TOT_MKT","AGRWTH","A","2004",-2.407132,
"IRL","PPI","TOT_MKT","AGRWTH","A","2005",-0.06587183,
"IRL","PPI","TOT_MKT","AGRWTH","A","2006",0.3969624,
"IRL","PPI","TOT_MKT","AGRWTH","A","2007",-2.303593,
"IRL","PPI","TOT_MKT","AGRWTH","A","2008",-1.275735,
"IRL","PPI","TOT_MKT","AGRWTH","A","2009",0.6773015,
"IRL","PPI","TOT_MKT","AGRWTH","A","2010",0.08851907,
"IRL","PPI","TOT_MKT","AGRWTH","A","2011",0.566021,
"IRL","PPI","TOT_MKT","AGRWTH","A","2012",1.785243,
"IRL","PPI","TOT_MKT","AGRWTH","A","2013",-0.3456022,
"IRL","PPI","TOT_MKT","AGRWTH","A","2014",-1.326513,
"IRL","PPI","TOT_MKT","AGRWTH","A","2015",5.447676,
"IRL","PPI","TOT_MKT","AGRWTH","A","2016",-0.9415882,
"IRL","PPI","TOT_MKT","AGRWTH","A","2017",-0.2860027,
"IRL","PPI","TOT_MKT","AGRWTH","A","2018",-2.404252,
"IRL","PPI","TOT_MKT","AGRWTH","A","2019",-0.9681044,
"IRL","PPI","TOT_MKT","AGRWTH","A","2020",-8.71956,
"IRL","PPI","TOT_MKT","AGRWTH","A","2021",-5.211321,
"IRL","PPI","TOT_MKT","AGRWTH","A","2022",5.064057,
"ITA","PPI","TOT_MKT","AGRWTH","A","2001",1.184102,
"ITA","PPI","TOT_MKT","AGRWTH","A","2002",0.4884502,
"ITA","PPI","TOT_MKT","AGRWTH","A","2003",0.7493671,
"ITA","PPI","TOT_MKT","AGRWTH","A","2004",2.593225,
"ITA","PPI","TOT_MKT","AGRWTH","A","2005",2.860782,
"ITA","PPI","TOT_MKT","AGRWTH","A","2006",3.53367,
"ITA","PPI","TOT_MKT","AGRWTH","A","2007",3.035879,
"ITA","PPI","TOT_MKT","AGRWTH","A","2008",4.4375,
"ITA","PPI","TOT_MKT","AGRWTH","A","2009",-4.796102,
"ITA","PPI","TOT_MKT","AGRWTH","A","2010",3.322557,
"ITA","PPI","TOT_MKT","AGRWTH","A","2011",4.545455,
"ITA","PPI","TOT_MKT","AGRWTH","A","2012",1.84554,
"ITA","PPI","TOT_MKT","AGRWTH","A","2013",-0.1795772,
"ITA","PPI","TOT_MKT","AGRWTH","A","2014",-0.5724099,
"ITA","PPI","TOT_MKT","AGRWTH","A","2015",-1.299449,
"ITA","PPI","TOT_MKT","AGRWTH","A","2016",-1.416549,
"ITA","PPI","TOT_MKT","AGRWTH","A","2017",2.375116,
"ITA","PPI","TOT_MKT","AGRWTH","A","2018",1.865918,
"ITA","PPI","TOT_MKT","AGRWTH","A","2019",0.3160966,
"ITA","PPI","TOT_MKT","AGRWTH","A","2020",-1.187687,
"ITA","PPI","TOT_MKT","AGRWTH","A","2021",6.222404,
"ITA","PPI","TOT_MKT","AGRWTH","A","2022",13.84805,
"LUX","PPI","TOT_MKT","AGRWTH","A","2000",4.687597,
"LUX","PPI","TOT_MKT","AGRWTH","A","2001",1.070371,
"LUX","PPI","TOT_MKT","AGRWTH","A","2002",-1.025237,
"LUX","PPI","TOT_MKT","AGRWTH","A","2003",0.9447923,
"LUX","PPI","TOT_MKT","AGRWTH","A","2004",10.19396,
"LUX","PPI","TOT_MKT","AGRWTH","A","2005",6.191158,
"LUX","PPI","TOT_MKT","AGRWTH","A","2006",6.340946,
"LUX","PPI","TOT_MKT","AGRWTH","A","2007",5.917535,
"LUX","PPI","TOT_MKT","AGRWTH","A","2008",6.125941,
"LUX","PPI","TOT_MKT","AGRWTH","A","2009",-9.916156,
"LUX","PPI","TOT_MKT","AGRWTH","A","2010",5.181672,
"LUX","PPI","TOT_MKT","AGRWTH","A","2011",8.5425,
"LUX","PPI","TOT_MKT","AGRWTH","A","2012",0.235165,
"LUX","PPI","TOT_MKT","AGRWTH","A","2013",-3.472276,
"LUX","PPI","TOT_MKT","AGRWTH","A","2014",-1.968727,
"LUX","PPI","TOT_MKT","AGRWTH","A","2015",-0.8181818,
"LUX","PPI","TOT_MKT","AGRWTH","A","2016",-0.2583118,
"LUX","PPI","TOT_MKT","AGRWTH","A","2017",4.786967,
"LUX","PPI","TOT_MKT","AGRWTH","A","2018",5.812006,
"LUX","PPI","TOT_MKT","AGRWTH","A","2019",-2.998795,
"LUX","PPI","TOT_MKT","AGRWTH","A","2020",-2.205997,
"LUX","PPI","TOT_MKT","AGRWTH","A","2021",11.96982,
"LUX","PPI","TOT_MKT","AGRWTH","A","2022",24.74995,
"NLD","PPI","TOT_MKT","AGRWTH","A","2000",12.46348,
"NLD","PPI","TOT_MKT","AGRWTH","A","2001",0.803649,
"NLD","PPI","TOT_MKT","AGRWTH","A","2002",-1.325145,
"NLD","PPI","TOT_MKT","AGRWTH","A","2003",0.687848,
"NLD","PPI","TOT_MKT","AGRWTH","A","2004",3.795272,
"NLD","PPI","TOT_MKT","AGRWTH","A","2005",6.602591,
"NLD","PPI","TOT_MKT","AGRWTH","A","2006",5.164641,
"NLD","PPI","TOT_MKT","AGRWTH","A","2007",4.966918,
"NLD","PPI","TOT_MKT","AGRWTH","A","2008",7.457386,
"NLD","PPI","TOT_MKT","AGRWTH","A","2009",-11.60773,
"NLD","PPI","TOT_MKT","AGRWTH","A","2010",8.982148,
"NLD","PPI","TOT_MKT","AGRWTH","A","2011",10.90051,
"NLD","PPI","TOT_MKT","AGRWTH","A","2012",0.4176011,
"NLD","PPI","TOT_MKT","AGRWTH","A","2013",-1.155179,
"NLD","PPI","TOT_MKT","AGRWTH","A","2014",-1.62836,
"NLD","PPI","TOT_MKT","AGRWTH","A","2015",-4.958023,
"NLD","PPI","TOT_MKT","AGRWTH","A","2016",-2.483333,
"NLD","PPI","TOT_MKT","AGRWTH","A","2017",4.819689,
"NLD","PPI","TOT_MKT","AGRWTH","A","2018",2.983858,
"NLD","PPI","TOT_MKT","AGRWTH","A","2019",0.9420519,
"NLD","PPI","TOT_MKT","AGRWTH","A","2020",-4.187907,
"NLD","PPI","TOT_MKT","AGRWTH","A","2021",12.52353,
"NLD","PPI","TOT_MKT","AGRWTH","A","2022",23.80156,
"NZL","PPI","TOT_MKT","AGRWTH","A","2000",8.539322,
"NZL","PPI","TOT_MKT","AGRWTH","A","2001",5.501882,
"NZL","PPI","TOT_MKT","AGRWTH","A","2002",-0.0213358,
"NZL","PPI","TOT_MKT","AGRWTH","A","2003",-1.684817,
"NZL","PPI","TOT_MKT","AGRWTH","A","2004",2.763284,
"NZL","PPI","TOT_MKT","AGRWTH","A","2005",5.626044,
"NZL","PPI","TOT_MKT","AGRWTH","A","2006",6.492457,
"NZL","PPI","TOT_MKT","AGRWTH","A","2007",3.996359,
"NZL","PPI","TOT_MKT","AGRWTH","A","2008",14.926,
"NZL","PPI","TOT_MKT","AGRWTH","A","2009",-4.766668,
"NZL","PPI","TOT_MKT","AGRWTH","A","2010",4.285186,
"NZL","PPI","TOT_MKT","AGRWTH","A","2011",5.70418,
"NZL","PPI","TOT_MKT","AGRWTH","A","2012",-2.076372,
"NZL","PPI","TOT_MKT","AGRWTH","A","2013",3.119668,
"NZL","PPI","TOT_MKT","AGRWTH","A","2014",0.5908769,
"NZL","PPI","TOT_MKT","AGRWTH","A","2015",-3.970865,
"NZL","PPI","TOT_MKT","AGRWTH","A","2016",-2.495718,
"NZL","PPI","TOT_MKT","AGRWTH","A","2017",8.205771,
"NZL","PPI","TOT_MKT","AGRWTH","A","2018",4.429499,
"NZL","PPI","TOT_MKT","AGRWTH","A","2019",1.576727,
"NZL","PPI","TOT_MKT","AGRWTH","A","2020",-0.9400962,
"NZL","PPI","TOT_MKT","AGRWTH","A","2021",4.85544,
"NOR","PPI","TOT_MKT","AGRWTH","A","2000",10.00755,
"NOR","PPI","TOT_MKT","AGRWTH","A","2001",0.3850239,
"NOR","PPI","TOT_MKT","AGRWTH","A","2002",-3.068377,
"NOR","PPI","TOT_MKT","AGRWTH","A","2003",1.773775,
"NOR","PPI","TOT_MKT","AGRWTH","A","2004",6.2743,
"NOR","PPI","TOT_MKT","AGRWTH","A","2005",6.458938,
"NOR","PPI","TOT_MKT","AGRWTH","A","2006",7.737884,
"NOR","PPI","TOT_MKT","AGRWTH","A","2007",5.928288,
"NOR","PPI","TOT_MKT","AGRWTH","A","2008",6.250649,
"NOR","PPI","TOT_MKT","AGRWTH","A","2009",0.08795075,
"NOR","PPI","TOT_MKT","AGRWTH","A","2010",6.561219,
"NOR","PPI","TOT_MKT","AGRWTH","A","2011",7.449148,
"NOR","PPI","TOT_MKT","AGRWTH","A","2012",1.321736,
"NOR","PPI","TOT_MKT","AGRWTH","A","2013",-0.01683218,
"NOR","PPI","TOT_MKT","AGRWTH","A","2014",2.474747,
"NOR","PPI","TOT_MKT","AGRWTH","A","2015",-1.445704,
"NOR","PPI","TOT_MKT","AGRWTH","A","2016",-0.4084014,
"NOR","PPI","TOT_MKT","AGRWTH","A","2017",6.234831,
"NOR","PPI","TOT_MKT","AGRWTH","A","2018",6.443989,
"NOR","PPI","TOT_MKT","AGRWTH","A","2019",1.317348,
"NOR","PPI","TOT_MKT","AGRWTH","A","2020",-0.1314828,
"NOR","PPI","TOT_MKT","AGRWTH","A","2021",10.74459,
"NOR","PPI","TOT_MKT","AGRWTH","A","2022",24.73417,
"POL","PPI","TOT_MKT","AGRWTH","A","2000",7.929551,
"POL","PPI","TOT_MKT","AGRWTH","A","2001",-0.3678298,
"POL","PPI","TOT_MKT","AGRWTH","A","2002",0.08980244,
"POL","PPI","TOT_MKT","AGRWTH","A","2003",2.432459,
"POL","PPI","TOT_MKT","AGRWTH","A","2004",6.627737,
